"c_table","c_facet","c_cid"
"vocab:file_format",NULL,"recordedit"
"isa:experiment","{""and"": [{""source"": ""RID"", ""choices"": [""1-70H0""]}]}","recordedit"
"vocab:anatomy","{""and"": [{""search"": [""head""], ""source"": ""*""}]}","recordedit"
"vocab:anatomy","{""and"": [{""search"": [""head""], ""source"": ""*""}]}","recordedit"
"vocab:file_format",NULL,"recordedit"
"isa:imaging_data","{""and"": [{""source"": ""RID"", ""choices"": [""1-70H4""]}]}","recordedit"
"vocab:anatomy",NULL,"recordedit"
"vocab:anatomy",NULL,"recordedit"
"vocab:anatomy",NULL,"recordedit"
"vocab:anatomy",NULL,"recordedit"
"vocab:image_creation_device",NULL,"recordedit"
"vocab:image_creation_device",NULL,"recordedit"
"vocab:image_creation_device",NULL,"recordedit"
"vocab:instrument",NULL,"recordedit"
"vocab:instrument",NULL,"recordedit"
"vocab:instrument",NULL,"recordedit"
"vocab:instrument","{""and"": [{""search"": [""leica""], ""source"": ""*""}]}","recordedit"
"vocab:instrument",NULL,"recordedit"
"vocab:instrument","{""and"": [{""search"": [""leica""], ""source"": ""*""}]}","recordedit"
"vocab:file_format",NULL,"recordedit"
"vocab:file_format","{""and"": [{""search"": [""tiff""], ""source"": ""*""}]}","recordedit"
"vocab:file_format",NULL,"recordedit"
"vocab:file_format","{""and"": [{""search"": [""tiff""], ""source"": ""*""}]}","recordedit"
"isa:imaging_data",NULL,"recordedit"
"isa:imaging_data","{""and"": [{""source"": ""RID"", ""choices"": [""1-70H4""]}]}","recordedit"
"vocab:anatomy",NULL,"recordedit"
"vocab:anatomy",NULL,"recordedit"
"vocab:anatomy",NULL,"recordedit"
"vocab:anatomy","{""and"": [{""search"": [""head""], ""source"": ""*""}]}","recordedit"
"vocab:anatomy","{""and"": [{""search"": [""head""], ""source"": ""*""}]}","recordedit"
"vocab:anatomy",NULL,"recordedit"
"vocab:image_creation_device",NULL,"recordedit"
"vocab:image_creation_device",NULL,"recordedit"
"vocab:image_creation_device",NULL,"recordedit"
"vocab:instrument",NULL,"recordedit"
"vocab:instrument",NULL,"recordedit"
"vocab:instrument",NULL,"recordedit"
"vocab:instrument","{""and"": [{""search"": [""leica""], ""source"": ""*""}]}","recordedit"
"vocab:instrument","{""and"": [{""search"": [""leica""], ""source"": ""*""}]}","recordedit"
"vocab:instrument",NULL,"recordedit"
"vocab:file_format",NULL,"recordedit"
"vocab:file_format",NULL,"recordedit"
"vocab:file_format",NULL,"recordedit"
"vocab:file_format","{""and"": [{""search"": [""TIFF""], ""source"": ""*""}]}","recordedit"
"vocab:file_format",NULL,"recordedit"
"vocab:file_format","{""and"": [{""search"": [""TIFF""], ""source"": ""*""}]}","recordedit"
"isa:imaging_data",NULL,"recordedit"
"isa:thumbnail","{""and"": [{""source"": ""RID"", ""choices"": [""1-70HA""]}]}","recordedit"
"isa:dataset",NULL,"recordedit"
"vocab:species",NULL,"recordedit"
"isa:dataset",NULL,"recordedit"
"isa:person",NULL,"recordedit"
"isa:thumbnail",NULL,"recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1WWG""]}]}","recordedit"
"isa:dataset",NULL,"recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-70HE""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-70HE""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-70GA""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-70GA""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-70HE""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-70HE""]}]}","recordedit"
"isa:dataset_chromosome","{""and"": [{""source"": ""RID"", ""choices"": [""1-70HE""]}]}","recordedit"
"isa:dataset_chromosome",NULL,"recordedit"
"isa:experiment","{""and"": [{""source"": ""RID"", ""choices"": [""1-70HE""]}]}","recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:experiment_type",NULL,"recordedit"
"isa:experiment",NULL,"recordedit"
"isa:replicate","{""and"": [{""source"": ""RID"", ""choices"": [""1-70HY""]}]}","recordedit"
"isa:biosample","{""and"": [{""source"": ""RID"", ""choices"": [""1-70HE""]}]}","recordedit"
"vocab:species",NULL,"recordedit"
"vocab:species",NULL,"recordedit"
"vocab:species",NULL,"recordedit"
"vocab:specimen",NULL,"recordedit"
"vocab:specimen",NULL,"recordedit"
"vocab:specimen",NULL,"recordedit"
"vocab:stage",NULL,"recordedit"
"vocab:stage",NULL,"recordedit"
"vocab:stage",NULL,"recordedit"
"vocab:anatomy",NULL,"recordedit"
"vocab:anatomy",NULL,"recordedit"
"vocab:anatomy",NULL,"recordedit"
"vocab:anatomy","{""and"": [{""search"": [""head""], ""source"": ""*""}]}","recordedit"
"vocab:anatomy","{""and"": [{""search"": [""head""], ""source"": ""*""}]}","recordedit"
"vocab:anatomy",NULL,"recordedit"
"isa:biosample",NULL,"recordedit"
"isa:replicate","{""and"": [{""source"": ""RID"", ""choices"": [""1-70HY""]}]}","recordedit"
"isa:biosample","{""and"": [{""source"": ""dataset"", ""choices"": [""1-70HE""]}]}","recordedit"
"vocab:species",NULL,"recordedit"
"isa:biosample","{""and"": [{""source"": ""dataset"", ""choices"": [""1-70HE""]}]}","recordedit"
"isa:biosample",NULL,"recordedit"
"isa:replicate",NULL,"recordedit"
"isa:enhancer",NULL,"recordedit"
"isa:enhancer","{""and"": [{""source"": ""RID"", ""choices"": [""1-70HE""]}]}","recordedit"
"isa:enhancer","{""and"": [{""source"": ""RID"", ""choices"": [""1-70J4""]}]}","recordedit"
"isa:enhancer","{""and"": [{""source"": ""RID"", ""choices"": [""1-70J4""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1WWG""]}]}","recordedit"
"isa:dataset",NULL,"recordedit"
"isa:dataset_chromosome","{""and"": [{""source"": ""RID"", ""choices"": [""1-70J6""]}]}","recordedit"
"isa:dataset_chromosome",NULL,"recordedit"
"isa:enhancer","{""and"": [{""source"": ""RID"", ""choices"": [""1-70H6""]}]}","recordedit"
"isa:enhancer","{""and"": [{""source"": ""RID"", ""choices"": [""1-70H6""]}]}","recordedit"
"isa:enhancer","{""and"": [{""source"": ""RID"", ""choices"": [""1-70J4""]}]}","recordedit"
"isa:enhancer","{""and"": [{""source"": ""RID"", ""choices"": [""1-70J4""]}]}","recordedit"
"isa:biosample","{""and"": [{""source"": ""RID"", ""choices"": [""1-70J6""]}]}","recordedit"
"isa:experiment","{""and"": [{""source"": ""RID"", ""choices"": [""1-70J6""]}]}","recordedit"
"isa:experiment","{""and"": [{""source"": ""RID"", ""choices"": [""1-70J6""]}]}","recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:experiment_type",NULL,"recordedit"
"isa:experiment",NULL,"recordedit"
"isa:enhancer","{""and"": [{""source"": ""RID"", ""choices"": [""1-70J6""]}]}","recordedit"
"isa:enhancer",NULL,"recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1WWG""]}]}","recordedit"
"isa:dataset",NULL,"recordedit"
"isa:dataset_chromosome","{""and"": [{""source"": ""RID"", ""choices"": [""1-70JP""]}]}","recordedit"
"isa:dataset_chromosome",NULL,"recordedit"
"isa:experiment","{""and"": [{""source"": ""RID"", ""choices"": [""1-70JP""]}]}","recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:experiment_type",NULL,"recordedit"
"isa:experiment",NULL,"recordedit"
"isa:enhancer",NULL,"recordedit"
"isa:enhancer","{""and"": [{""source"": ""RID"", ""choices"": [""1-70JP""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1WWG""]}]}","recordedit"
"isa:dataset",NULL,"recordedit"
"isa:dataset_chromosome","{""and"": [{""source"": ""RID"", ""choices"": [""1-70K6""]}]}","recordedit"
"isa:dataset_chromosome",NULL,"recordedit"
"isa:experiment","{""and"": [{""source"": ""RID"", ""choices"": [""1-70K6""]}]}","recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:experiment_type",NULL,"recordedit"
"isa:experiment",NULL,"recordedit"
"isa:enhancer","{""and"": [{""source"": ""RID"", ""choices"": [""1-70K6""]}]}","recordedit"
"isa:enhancer",NULL,"recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1WWG""]}]}","recordedit"
"isa:dataset",NULL,"recordedit"
"isa:dataset_chromosome","{""and"": [{""source"": ""RID"", ""choices"": [""1-70KP""]}]}","recordedit"
"isa:dataset_chromosome",NULL,"recordedit"
"isa:experiment","{""and"": [{""source"": ""RID"", ""choices"": [""1-70KP""]}]}","recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:experiment_type",NULL,"recordedit"
"isa:experiment",NULL,"recordedit"
"isa:enhancer",NULL,"recordedit"
"isa:enhancer","{""and"": [{""source"": ""RID"", ""choices"": [""1-70KP""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1WWG""]}]}","recordedit"
"isa:dataset",NULL,"recordedit"
"isa:dataset_chromosome","{""and"": [{""source"": ""RID"", ""choices"": [""1-70M6""]}]}","recordedit"
"isa:dataset_chromosome",NULL,"recordedit"
"isa:experiment",NULL,"recordedit"
"isa:experiment","{""and"": [{""source"": ""RID"", ""choices"": [""1-70M6""]}]}","recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:experiment_type",NULL,"recordedit"
"isa:enhancer","{""and"": [{""source"": ""RID"", ""choices"": [""1-70M6""]}]}","recordedit"
"isa:enhancer",NULL,"recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1WWG""]}]}","recordedit"
"isa:dataset",NULL,"recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-70MP""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-70MP""]}]}","recordedit"
"isa:dataset_chromosome","{""and"": [{""source"": ""RID"", ""choices"": [""1-70MP""]}]}","recordedit"
"isa:dataset_chromosome",NULL,"recordedit"
"isa:experiment",NULL,"recordedit"
"isa:experiment","{""and"": [{""source"": ""RID"", ""choices"": [""1-70MP""]}]}","recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:experiment_type",NULL,"recordedit"
"isa:biosample","{""and"": [{""source"": ""RID"", ""choices"": [""1-70MP""]}]}","recordedit"
"vocab:species",NULL,"recordedit"
"vocab:species",NULL,"recordedit"
"vocab:species",NULL,"recordedit"
"vocab:species",NULL,"recordedit"
"vocab:species",NULL,"recordedit"
"vocab:species",NULL,"recordedit"
"vocab:specimen",NULL,"recordedit"
"vocab:specimen",NULL,"recordedit"
"vocab:specimen",NULL,"recordedit"
"vocab:stage",NULL,"recordedit"
"vocab:stage",NULL,"recordedit"
"vocab:stage",NULL,"recordedit"
"vocab:anatomy",NULL,"recordedit"
"vocab:anatomy",NULL,"recordedit"
"vocab:anatomy",NULL,"recordedit"
"vocab:anatomy","{""and"": [{""search"": [""limb""], ""source"": ""*""}]}","recordedit"
"vocab:anatomy",NULL,"recordedit"
"vocab:anatomy","{""and"": [{""search"": [""limb""], ""source"": ""*""}]}","recordedit"
"vocab:anatomy","{""and"": [{""search"": [""head""], ""source"": ""*""}]}","recordedit"
"vocab:anatomy","{""and"": [{""search"": [""head""], ""source"": ""*""}]}","recordedit"
"vocab:anatomy",NULL,"recordedit"
"vocab:anatomy","{""and"": [{""search"": [""limb""], ""source"": ""*""}]}","recordedit"
"vocab:anatomy",NULL,"recordedit"
"vocab:anatomy","{""and"": [{""search"": [""limb""], ""source"": ""*""}]}","recordedit"
"vocab:anatomy",NULL,"recordedit"
"vocab:anatomy",NULL,"recordedit"
"vocab:anatomy",NULL,"recordedit"
"vocab:anatomy","{""and"": [{""search"": [""head""], ""source"": ""*""}]}","recordedit"
"vocab:anatomy","{""and"": [{""search"": [""head""], ""source"": ""*""}]}","recordedit"
"vocab:anatomy",NULL,"recordedit"
"isa:biosample",NULL,"recordedit"
"isa:replicate","{""and"": [{""source"": ""RID"", ""choices"": [""1-70N6""]}]}","recordedit"
"isa:biosample","{""and"": [{""source"": ""dataset"", ""choices"": [""1-70MP""]}]}","recordedit"
"vocab:species",NULL,"recordedit"
"isa:biosample","{""and"": [{""source"": ""dataset"", ""choices"": [""1-70MP""]}]}","recordedit"
"isa:biosample",NULL,"recordedit"
"isa:replicate",NULL,"recordedit"
"isa:enhancer",NULL,"recordedit"
"isa:enhancer","{""and"": [{""source"": ""RID"", ""choices"": [""1-70MP""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1WWG""]}]}","recordedit"
"isa:dataset",NULL,"recordedit"
"isa:dataset_chromosome","{""and"": [{""source"": ""RID"", ""choices"": [""1-70NE""]}]}","recordedit"
"isa:dataset_chromosome",NULL,"recordedit"
"isa:experiment","{""and"": [{""source"": ""RID"", ""choices"": [""1-70NE""]}]}","recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:experiment_type",NULL,"recordedit"
"isa:experiment",NULL,"recordedit"
"isa:enhancer","{""and"": [{""source"": ""RID"", ""choices"": [""1-70NE""]}]}","recordedit"
"isa:enhancer",NULL,"recordedit"
"isa:dataset",NULL,"recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1WWG""]}]}","recordedit"
"isa:dataset_chromosome",NULL,"recordedit"
"isa:dataset_chromosome","{""and"": [{""source"": ""RID"", ""choices"": [""1-70NY""]}]}","recordedit"
"isa:experiment","{""and"": [{""source"": ""RID"", ""choices"": [""1-70NY""]}]}","recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:experiment_type",NULL,"recordedit"
"isa:experiment",NULL,"recordedit"
"isa:enhancer","{""and"": [{""source"": ""RID"", ""choices"": [""1-70NY""]}]}","recordedit"
"isa:enhancer",NULL,"recordedit"
"vocab:anatomy",NULL,"recordedit"
"vocab:file_format",NULL,"recordedit"
"vocab:anatomy","{""and"": [{""search"": [""limb""], ""source"": ""*""}]}","recordedit"
"isa:imaging_data","{""and"": [{""source"": ""RID"", ""choices"": [""1-70NA""]}]}","recordedit"
"vocab:image_creation_device",NULL,"recordedit"
"vocab:image_creation_device",NULL,"recordedit"
"vocab:image_creation_device",NULL,"recordedit"
"vocab:anatomy",NULL,"recordedit"
"vocab:anatomy",NULL,"recordedit"
"vocab:anatomy","{""and"": [{""search"": [""limb""], ""source"": ""*""}]}","recordedit"
"vocab:anatomy",NULL,"recordedit"
"vocab:instrument",NULL,"recordedit"
"vocab:instrument",NULL,"recordedit"
"vocab:instrument",NULL,"recordedit"
"vocab:file_format",NULL,"recordedit"
"vocab:file_format",NULL,"recordedit"
"vocab:file_format",NULL,"recordedit"
"vocab:file_format","{""and"": [{""search"": [""TIFF""], ""source"": ""*""}]}","recordedit"
"vocab:file_format",NULL,"recordedit"
"vocab:file_format","{""and"": [{""search"": [""TIFF""], ""source"": ""*""}]}","recordedit"
"isa:imaging_data",NULL,"recordedit"
"isa:thumbnail","{""and"": [{""source"": ""RID"", ""choices"": [""1-70PG""]}]}","recordedit"
"isa:dataset",NULL,"recordedit"
"vocab:species",NULL,"recordedit"
"isa:dataset",NULL,"recordedit"
"isa:person",NULL,"recordedit"
"isa:thumbnail",NULL,"recordedit"
"vocab:anatomy",NULL,"recordedit"
"isa:imaging_data","{""and"": [{""source"": ""RID"", ""choices"": [""1-70J2""]}]}","recordedit"
"vocab:anatomy",NULL,"recordedit"
"vocab:anatomy",NULL,"recordedit"
"vocab:anatomy","{""and"": [{""search"": [""head""], ""source"": ""*""}]}","recordedit"
"vocab:anatomy","{""and"": [{""search"": [""head""], ""source"": ""*""}]}","recordedit"
"vocab:anatomy",NULL,"recordedit"
"vocab:image_creation_device",NULL,"recordedit"
"vocab:image_creation_device",NULL,"recordedit"
"vocab:image_creation_device",NULL,"recordedit"
"vocab:instrument",NULL,"recordedit"
"vocab:instrument",NULL,"recordedit"
"vocab:instrument",NULL,"recordedit"
"vocab:instrument","{""and"": [{""search"": [""Leica""], ""source"": ""*""}]}","recordedit"
"vocab:instrument","{""and"": [{""search"": [""Leica""], ""source"": ""*""}]}","recordedit"
"vocab:instrument",NULL,"recordedit"
"vocab:file_format",NULL,"recordedit"
"vocab:file_format",NULL,"recordedit"
"vocab:file_format",NULL,"recordedit"
"vocab:file_format","{""and"": [{""search"": [""TIFF""], ""source"": ""*""}]}","recordedit"
"vocab:file_format",NULL,"recordedit"
"vocab:file_format","{""and"": [{""search"": [""TIFF""], ""source"": ""*""}]}","recordedit"
"isa:imaging_data",NULL,"recordedit"
"isa:thumbnail","{""and"": [{""source"": ""RID"", ""choices"": [""1-70PM""]}]}","recordedit"
"isa:dataset",NULL,"recordedit"
"vocab:species",NULL,"recordedit"
"isa:dataset",NULL,"recordedit"
"isa:person",NULL,"recordedit"
"isa:thumbnail",NULL,"recordedit"
"isa:file","{""and"": [{""source"": ""RID"", ""choices"": [""TK6""]}]}","recordedit"
"isa:thumbnail","{""and"": [{""source"": ""RID"", ""choices"": [""1-517M""]}]}","recordedit"
"vocab:anatomy",NULL,"recordedit"
"isa:imaging_data",NULL,"recordedit"
"isa:replicate",NULL,"recordedit"
"isa:imaging_data",NULL,"recordedit"
"vocab:image_creation_device",NULL,"recordedit"
"vocab:instrument",NULL,"recordedit"
"vocab:file_format",NULL,"recordedit"
"isa:thumbnail",NULL,"recordedit"
"isa:thumbnail","{""and"": [{""source"": ""RID"", ""choices"": [""1-517M""]}]}","recordedit"
"isa:thumbnail",NULL,"recordedit"
"isa:thumbnail","{""and"": [{""source"": ""RID"", ""choices"": [""1-517M""]}]}","recordedit"
"isa:thumbnail",NULL,"recordedit"
"isa:thumbnail","{""and"": [{""source"": ""RID"", ""choices"": [""1-517M""]}]}","recordedit"
"isa:thumbnail",NULL,"recordedit"
"viz:model","{""and"": [{""source"": ""RID"", ""choices"": [""1-517M""]}]}","recordedit"
"isa:previews","{""and"": [{""source"": ""RID"", ""choices"": [""1-517M""]}]}","recordedit"
"vocab:file_format",NULL,"recordedit"
"vocab:file_format",NULL,"recordedit"
"vocab:file_format",NULL,"recordedit"
"isa:biosample","{""and"": [{""source"": ""RID"", ""choices"": [""1-517M""]}]}","recordedit"
"vocab:species",NULL,"recordedit"
"vocab:species",NULL,"recordedit"
"vocab:species",NULL,"recordedit"
"vocab:specimen",NULL,"recordedit"
"vocab:specimen",NULL,"recordedit"
"vocab:specimen",NULL,"recordedit"
"vocab:genotype",NULL,"recordedit"
"vocab:genotype",NULL,"recordedit"
"vocab:genotype",NULL,"recordedit"
"vocab:genotype","{""and"": [{""search"": [""wt""], ""source"": ""*""}]}","recordedit"
"vocab:genotype","{""and"": [{""search"": [""wt""], ""source"": ""*""}]}","recordedit"
"vocab:genotype",NULL,"recordedit"
"vocab:strain",NULL,"recordedit"
"vocab:strain",NULL,"recordedit"
"vocab:strain",NULL,"recordedit"
"vocab:strain","{""and"": [{""search"": [""ab""], ""source"": ""*""}]}","recordedit"
"vocab:strain","{""and"": [{""search"": [""ab""], ""source"": ""*""}]}","recordedit"
"vocab:strain",NULL,"recordedit"
"vocab:strain",NULL,"recordedit"
"vocab:strain","{""and"": [{""search"": [""tub""], ""source"": ""*""}]}","recordedit"
"vocab:strain","{""and"": [{""search"": [""tub""], ""source"": ""*""}]}","recordedit"
"vocab:strain","{""and"": [{""search"": [""tubingen""], ""source"": ""*""}]}","recordedit"
"vocab:strain","{""and"": [{""search"": [""tubingen""], ""source"": ""*""}]}","recordedit"
"vocab:strain",NULL,"recordedit"
"vocab:strain","{""and"": [{""search"": [""tu""], ""source"": ""*""}]}","recordedit"
"vocab:strain","{""and"": [{""search"": [""tu""], ""source"": ""*""}]}","recordedit"
"vocab:strain",NULL,"recordedit"
"vocab:strain","{""and"": [{""search"": [""t""], ""source"": ""*""}]}","recordedit"
"vocab:strain",NULL,"recordedit"
"vocab:strain","{""and"": [{""search"": [""t""], ""source"": ""*""}]}","recordedit"
"vocab:strain",NULL,"recordedit"
"vocab:strain",NULL,"recordedit"
"vocab:strain",NULL,"recordedit"
"vocab:stage",NULL,"recordedit"
"vocab:stage",NULL,"recordedit"
"vocab:stage",NULL,"recordedit"
"vocab:stage","{""and"": [{""search"": [""adult""], ""source"": ""*""}]}","recordedit"
"vocab:stage",NULL,"recordedit"
"vocab:stage","{""and"": [{""search"": [""adult""], ""source"": ""*""}]}","recordedit"
"vocab:anatomy",NULL,"recordedit"
"vocab:anatomy",NULL,"recordedit"
"vocab:anatomy",NULL,"recordedit"
"vocab:origin",NULL,"recordedit"
"vocab:origin",NULL,"recordedit"
"vocab:origin",NULL,"recordedit"
"isa:biosample",NULL,"recordedit"
"vocab:specimen",NULL,"recordedit"
"isa:biosample","{""and"": [{""source"": ""RID"", ""choices"": [""1-517M""]}]}","recordedit"
"vocab:species",NULL,"recordedit"
"vocab:species",NULL,"recordedit"
"vocab:species",NULL,"recordedit"
"vocab:specimen",NULL,"recordedit"
"vocab:specimen",NULL,"recordedit"
"vocab:genotype",NULL,"recordedit"
"vocab:genotype",NULL,"recordedit"
"vocab:genotype",NULL,"recordedit"
"vocab:genotype","{""and"": [{""search"": [""wt""], ""source"": ""*""}]}","recordedit"
"vocab:genotype","{""and"": [{""search"": [""wt""], ""source"": ""*""}]}","recordedit"
"vocab:genotype",NULL,"recordedit"
"vocab:stage",NULL,"recordedit"
"vocab:stage",NULL,"recordedit"
"vocab:stage",NULL,"recordedit"
"vocab:stage","{""and"": [{""search"": [""adult""], ""source"": ""*""}]}","recordedit"
"vocab:stage","{""and"": [{""search"": [""adult""], ""source"": ""*""}]}","recordedit"
"vocab:stage",NULL,"recordedit"
"isa:biosample",NULL,"recordedit"
"isa:biosample","{""and"": [{""source"": ""RID"", ""choices"": [""1-517M""]}]}","recordedit"
"vocab:species",NULL,"recordedit"
"vocab:species",NULL,"recordedit"
"vocab:species",NULL,"recordedit"
"vocab:specimen",NULL,"recordedit"
"vocab:specimen",NULL,"recordedit"
"vocab:specimen",NULL,"recordedit"
"vocab:genotype",NULL,"recordedit"
"vocab:genotype",NULL,"recordedit"
"vocab:genotype",NULL,"recordedit"
"vocab:genotype",NULL,"recordedit"
"vocab:genotype","{""and"": [{""search"": [""wt""], ""source"": ""*""}]}","recordedit"
"vocab:genotype","{""and"": [{""search"": [""wt""], ""source"": ""*""}]}","recordedit"
"vocab:stage",NULL,"recordedit"
"vocab:stage",NULL,"recordedit"
"vocab:stage",NULL,"recordedit"
"vocab:stage","{""and"": [{""search"": [""adult""], ""source"": ""*""}]}","recordedit"
"vocab:stage","{""and"": [{""search"": [""adult""], ""source"": ""*""}]}","recordedit"
"vocab:stage",NULL,"recordedit"
"isa:biosample",NULL,"recordedit"
"isa:experiment","{""and"": [{""source"": ""RID"", ""choices"": [""1-517M""]}]}","recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:experiment_type",NULL,"recordedit"
"isa:experiment",NULL,"recordedit"
"isa:person",NULL,"recordedit"
"isa:project",NULL,"recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-517M""]}]}","recordedit"
"isa:project",NULL,"recordedit"
"isa:project",NULL,"recordedit"
"isa:project",NULL,"recordedit"
"isa:project",NULL,"recordedit"
"isa:project",NULL,"recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-517M""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001049""]}]}","recordedit"
"isa:biosample","{""and"": [{""source"": ""RID"", ""choices"": [""1-7014""]}]}","recordedit"
"isa:replicate","{""and"": [{""source"": ""RID"", ""choices"": [""1-701A""]}]}","recordedit"
"vocab:species",NULL,"recordedit"
"isa:biosample","{""and"": [{""source"": ""dataset"", ""choices"": [""1-517M""]}]}","recordedit"
"isa:biosample","{""and"": [{""source"": ""dataset"", ""choices"": [""1-517M""]}]}","recordedit"
"isa:biosample",NULL,"recordedit"
"isa:biosample","{""and"": [{""source"": ""dataset"", ""choices"": [""1-517M""]}]}","recordedit"
"vocab:species",NULL,"recordedit"
"isa:biosample","{""and"": [{""source"": ""dataset"", ""choices"": [""1-517M""]}]}","recordedit"
"isa:biosample",NULL,"recordedit"
"vocab:species",NULL,"recordedit"
"isa:biosample","{""and"": [{""source"": ""dataset"", ""choices"": [""1-517M""]}]}","recordedit"
"isa:biosample",NULL,"recordedit"
"isa:biosample","{""and"": [{""source"": ""dataset"", ""choices"": [""1-517M""]}]}","recordedit"
"isa:replicate",NULL,"recordedit"
"isa:imaging_data","{""and"": [{""source"": ""RID"", ""choices"": [""1-701R""]}]}","recordedit"
"vocab:file_format",NULL,"recordedit"
"vocab:file_format",NULL,"recordedit"
"vocab:file_format",NULL,"recordedit"
"vocab:file_format","{""and"": [{""search"": [""pdf""], ""source"": ""*""}]}","recordedit"
"vocab:file_format",NULL,"recordedit"
"vocab:file_format","{""and"": [{""search"": [""pdf""], ""source"": ""*""}]}","recordedit"
"vocab:file_format",NULL,"recordedit"
"vocab:file_format",NULL,"recordedit"
"vocab:file_format",NULL,"recordedit"
"isa:imaging_data",NULL,"recordedit"
"isa:processed_data",NULL,"recordedit"
"isa:processed_data","{""and"": [{""source"": ""RID"", ""choices"": [""1-701T""]}]}","recordedit"
"vocab:file_format",NULL,"recordedit"
"vocab:file_format",NULL,"recordedit"
"vocab:file_format",NULL,"recordedit"
"vocab:file_format",NULL,"recordedit"
"vocab:file_format",NULL,"recordedit"
"vocab:file_format",NULL,"recordedit"
"isa:processed_data","{""and"": [{""source"": ""RID"", ""choices"": [""1-7020""]}]}","recordedit"
"isa:imaging_data","{""and"": [{""source"": ""RID"", ""choices"": [""1-701T""]}]}","recordedit"
"vocab:file_format",NULL,"recordedit"
"vocab:file_format",NULL,"recordedit"
"vocab:file_format",NULL,"recordedit"
"isa:imaging_data",NULL,"recordedit"
"isa:imaging_data","{""and"": [{""source"": ""RID"", ""choices"": [""1-701W""]}]}","recordedit"
"vocab:file_format",NULL,"recordedit"
"vocab:file_format",NULL,"recordedit"
"vocab:file_format",NULL,"recordedit"
"isa:imaging_data",NULL,"recordedit"
"isa:person",NULL,"recordedit"
"isa:file","{""and"": [{""source"": ""RID"", ""choices"": [""TK6""]}]}","recordedit"
"isa:file",NULL,"recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-50E4""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-50E4""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-50E4""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-50E4""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1WWG""]}]}","recordedit"
"isa:dataset",NULL,"recordedit"
"isa:dataset_chromosome","{""and"": [{""source"": ""RID"", ""choices"": [""1-70X0""]}]}","recordedit"
"isa:enhancer","{""and"": [{""source"": ""RID"", ""choices"": [""1-70X0""]}]}","recordedit"
"isa:enhancer",NULL,"recordedit"
"vocab:specimen",NULL,"recordedit"
